代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000875	吉电股份	10.06	0.00	24.32	        155.69亿	5.58	     9.15	0.51	5.58	--  	1516229	481	          7.06	5.12	5.58	5.09	5.07	83018.82	  2.80	火力发电	吉林	9.66	5.48	605354	910875	  0.66	59986	0	--  	274.38	          0.03	0.04	3347.22	         21.46	        119.76亿	 10.35	   3762	    403	        0.0019	2	1.60	10.93	2.20	18.47	30.68	2	          9.83	         86.04亿	         55.26	32.57	0.55	-- -- 	8	8	8	0.99	10.06	0.39	8.00	8.98	0.00	9.63	20210722	20020926	         27.90	--  	--  	579.91	104.32	         35.80	75.84	101.49	395.47	6.70	157.97	7.41	1.35	77.85	--  	70.54	35.10	25.30	5.68	0.20	5.69	4.26	4.23	4.89	8.01	2.39	162393.00	          9495	5.30万	61.55	40.81	          1.49	19.43	4.44	0.00	0.200㈠	          3.74	0.00	          2.53	          0.18	          0.29	         17.99	   4.08㈠	         27.92	         16.18	         12.13	0.01	4653	000875	--  	--  	--  	
002125	湘潭电化	10.04	0.00	189.11	         74.53亿	11.84	    97.15	1.08	11.84	--  	41180	4181	          0.69	11.84	11.84	11.84	10.76	4875.73	  0.11	化工原料	湖南	0.00	11.84	34989	6191	  5.65	83022	0	--  	971.29	          0.22	2.02	9829.80	          5.93	         70.24亿	 10.33	   1604	     26	        0.0004	3	10.02	22.06	53.77	69.38	49.31	4	          1.11	         43.76亿	         58.72	294.60	0.72	顶部缩量	8	6	8	10.04	10.04	10.04	10.04	0.00	0.00	0.00	20210718	20070403	          6.29	--  	--  	39.00	17.89	          0.18	53.68	13.48	17.50	2.16	15.82	2.72	5.89	3.41	--  	9.32	3.42	2.69	0.21	0.06	0.21	0.19	0.19	2.03	0.15	0.68	35521.00	         10406	12.32万	278.47	66.00	          4.17	492.67	21.76	0.17	0.030㈠	          2.84	0.00	          1.48	          0.32	          0.02	         45.87	   1.07㈠	         21.33	          6.26	          5.60	0.06	1124	002125	--  	--  	--  	
000591	太阳能	10.03	0.00	18.33	        211.10亿	7.02	    18.95	0.64	7.02	--  	2966586	1515	         14.56	6.37	7.02	6.30	6.38	204617.38	  2.05	新型电力	重庆	11.29	6.90	1415667	1550919	  0.91	88701	0	--  	320.86	          0.03	0.03	6226.81	         20.37	        143.00亿	 10.32	   4243	    699	        0.0034	2	3.91	7.34	18.06	12.93	-1.76	13	         15.11	        137.86亿	         65.30	20.54	0.50	MACD金叉	3	14	10	-0.16	10.03	-1.25	8.11	10.20	0.00	11.43	20210716	19960208	         30.07	--  	--  	401.12	143.17	          1.29	63.99	112.52	263.07	5.14	52.97	14.37	2.43	91.36	0.03	66.93	15.72	9.70	3.00	0.00	3.29	2.79	2.52	44.30	1.55	0.25	186751.00	         10515	7.38万	80.11	54.97	          1.47	136.38	13.43	1.77	0.093㈠	          4.76	0.00	          2.23	          1.47	          0.05	         35.69	   1.95㈠	         38.30	         19.10	         17.72	0.12	1833	000591	--  	--  	--  	
002216	三全食品	10.03	0.00	19.54	        134.08亿	15.25	    19.06	1.39	15.25	--  	187715	1445	          2.98	13.87	15.25	13.34	13.86	26915.26	  2.17	食品	河南	13.78	14.34	98844	88871	  1.11	9261	0	--  	23.40	          0.01	0.05	1412.30	          6.30	         96.10亿	 10.32	   3482	     54	        0.0009	1	-0.29	7.09	-14.66	-11.71	-33.83	5	          6.24	         45.87亿	         34.21	17.46	0.25	KDJ金叉	9	13	9	0.07	10.03	-3.75	3.45	9.95	0.00	14.32	20210716	20080220	          8.79	--  	--  	58.29	32.05	         -0.00	45.03	34.29	16.61	2.50	23.04	8.08	10.18	4.87	--  	3.05	23.31	16.63	2.24	0.09	2.25	1.76	1.72	19.97	-0.81	-2.46	63322.00	          4750	7.24万	-31.71	5.17	          4.18	-165.00	5.75	3.58	0.200㈠	          3.65	0.00	          0.35	          2.27	         -0.09	         54.98	   5.49㈠	         28.65	          9.61	          7.55	0.05	7161	002216	--  	--  	--  	
002472	双环传动	10.02	0.00	115.00	        144.44亿	18.99	    68.16	1.73	18.99	--  	310744	139	          4.93	17.12	18.99	17.12	17.26	57751.17	  1.29	机械基件	浙江	10.83	18.58	143349	167395	  0.86	10302	0	--  	69.16	          0.01	0.03	1956.35	          6.31	        119.79亿	 10.31	   3043	    102	        0.0016	2	0.35	9.26	25.02	63.28	164.12	5	          6.39	         92.28亿	         63.89	281.94	0.89	KDJ金叉	12	8	12	-0.81	10.02	-0.81	7.68	10.92	0.00	10.92	20210716	20100910	          7.61	--  	--  	86.85	36.85	          1.14	56.26	32.65	36.11	2.30	32.13	3.53	11.51	10.91	--  	14.25	11.74	9.56	0.63	-0.02	0.64	0.53	0.44	11.91	1.57	-0.44	16524.00	         29409	55.85万	347.70	103.02	          3.73	92.29	12.30	0.10	0.080㈠	          5.09	5.09	          1.87	          1.57	          0.21	         42.43	   1.44㈠	         18.56	          5.38	          4.51	0.44	4649	002472	--  	--  	--  	
002950	奥美医疗	10.02	0.00	8.29	         98.03亿	15.48	    21.07	1.41	15.48	--  	129348	538	          5.79	14.01	15.48	13.65	14.07	19439.54	  3.35	医疗保健	湖北	13.01	15.03	56435	72913	  0.77	2186	0	--  	2.80	          0.00	0.02	338.39	          2.24	         34.60亿	 10.31	   2826	     46	        0.0020	3	0.21	13.65	-5.67	-20.53	-20.33	1	          7.34	         27.29亿	         27.84	8.47	0.71	MACD金叉	9	9	9	-0.43	10.02	-2.99	6.82	10.49	0.00	13.41	20210716	20190311	          6.33	--  	--  	52.99	30.34	          0.13	42.51	30.11	11.98	2.22	17.31	10.43	9.20	4.37	--  	5.73	8.21	5.66	1.45	0.09	1.45	1.16	0.98	17.16	0.13	-2.53	55811.00	          3159	4.89万	27.53	37.32	          3.23	730.07	11.95	5.68	0.184㈠	          4.79	0.00	          0.90	          2.71	          0.02	         57.25	   3.83㈠	         31.02	         17.63	         14.17	0.31	5426	002950	--  	--  	--  	
000962	东方钽业	10.02	0.00	81.39	         57.13亿	12.96	    91.38	1.18	12.96	--  	348899	231	          7.91	11.92	12.96	11.71	11.78	43712.26	  1.96	小金属	宁夏	10.61	12.53	142584	206315	  0.69	11581	0	--  	83.92	          0.03	0.03	1500.90	          4.41	         57.13亿	 10.31	   4006	     87	        0.0020	2	8.17	16.44	46.61	48.45	46.94	6	         14.60	         30.96亿	         54.20	115.85	0.91	MACD金叉	6	8	8	1.19	10.02	-0.59	6.36	8.72	0.00	10.67	20210721	20000120	          4.41	--  	--  	15.76	12.30	          0.05	21.63	6.56	2.93	0.63	2.77	1.23	2.56	1.69	--  	11.98	2.03	1.59	0.16	0.10	0.16	0.16	0.14	-6.48	0.43	0.22	37575.00	          6358	8.24万	397.43	111.31	          4.65	133.76	28.10	0.00	0.035㈠	          2.79	0.00	          2.72	         -1.47	          0.10	         78.03	   1.27㈠	         21.76	          7.79	          7.69	0.02	1154	000962	--  	--  	--  	
002035	华帝股份	10.02	0.00	12.46	         60.15亿	6.92	    12.57	0.63	6.92	--  	286824	269	          3.66	6.60	6.92	6.56	6.29	19487.17	  3.12	家用电器	广东	5.72	6.79	141393	145431	  0.97	65227	0	--  	527.67	          0.13	0.23	4513.71	          7.83	         54.18亿	 10.31	   1621	    177	        0.0023	3	0.96	11.80	-2.54	-1.98	-20.28	3	          4.57	         43.44亿	         72.22	14.75	0.38	KDJ金叉	1	9	13	4.93	10.02	4.29	8.01	4.85	0.00	5.49	20210730	20040901	          8.69	--  	--  	62.91	32.73	          0.91	46.52	45.86	7.40	1.96	28.69	12.41	8.63	8.07	--  	0.81	26.59	15.18	2.90	0.16	2.92	2.39	2.27	21.38	0.70	3.15	51429.00	         12206	8.45万	45.42	59.46	          1.84	86.42	2.26	2.11	0.275㈡	          3.77	0.00	          0.09	          2.46	          0.08	         52.03	   7.31㈡	         42.92	         10.91	          9.00	1.37	4720	002035	--  	--  	--  	
002533	金杯电工	10.01	0.00	18.92	         63.72亿	8.68	    19.30	0.79	8.68	--  	468369	44	          7.83	8.67	8.68	8.31	7.89	40367.91	  1.02	电气设备	湖南	4.69	8.62	253565	214804	  1.18	19986	0	--  	3173.09	          0.96	0.04	1734.78	          5.98	         51.91亿	 10.30	   2687	    174	        0.0029	3	8.68	20.72	67.24	66.60	71.54	1	         12.25	         33.19亿	         52.09	25.50	0.49	KDJ金叉	8	8	8	9.89	10.01	5.32	9.24	0.12	0.00	4.45	20210730	20101231	          7.34	--  	--  	74.80	32.89	          2.61	52.54	55.80	12.95	2.20	33.29	6.98	18.43	18.75	0.03	13.91	56.43	48.91	2.07	0.05	2.06	1.65	1.47	9.81	-5.18	-3.04	37963.00	         10073	8.74万	111.36	96.08	          1.94	-12.31	1.13	2.88	0.230㈡	          4.48	0.00	          1.90	          1.34	         -0.71	         43.97	   5.02㈡	         13.34	          3.66	          2.93	1.89	3882	002533	--  	--  	--  	
002518	科士达	10.01	0.00	44.66	        164.48亿	28.24	    47.94	2.57	28.24	--  	289787	166	          5.13	27.45	28.24	27.00	25.67	81180.10	  0.78	电气设备	深圳	4.83	28.01	188383	101404	  1.86	15011	0	--  	4445.80	          0.77	0.05	4239.11	          5.65	        159.66亿	 10.30	   1881	    154	        0.0027	3	9.98	21.98	92.37	125.02	144.93	5	         13.84	         59.13亿	         35.95	54.27	1.03	KDJ金叉	8	6	8	6.93	10.01	5.18	9.13	2.88	0.00	4.59	20210721	20101207	          5.82	--  	--  	42.14	28.91	          0.08	31.21	28.30	6.65	1.59	11.34	4.11	4.61	8.38	0.00	5.03	4.73	3.08	1.04	0.03	1.04	0.86	0.76	15.94	0.34	-1.52	25000.00	          8375	23.65万	316.62	95.70	          5.69	480.20	34.77	0.71	0.150㈠	          4.96	0.00	          0.86	          2.74	          0.06	         68.61	   2.97㈠	         34.95	         21.93	         18.13	0.32	2897	002518	--  	--  	--  	
002484	江海股份	10.01	0.00	39.33	        162.94亿	19.78	    49.29	1.80	19.78	--  	417831	13	          5.41	17.77	19.78	17.73	17.98	81262.23	  3.00	元器件	江苏	11.40	19.45	217114	200717	  1.08	8393	0	--  	35.90	          0.00	0.02	1660.14	          7.72	        152.65亿	 10.30	   3556	    118	        0.0015	2	5.15	14.47	31.69	47.83	90.56	2	          9.54	         86.62亿	         53.16	43.71	1.07	KDJ金叉	8	8	8	-1.17	10.01	-1.39	8.17	11.31	0.00	11.56	20210728	20100929	          8.24	--  	--  	53.06	39.91	          0.48	23.88	32.15	13.33	1.00	11.19	10.94	7.17	9.70	--  	15.16	7.48	5.42	0.98	0.02	0.98	0.83	0.77	13.92	0.97	3.43	20144.00	         21738	43.00万	100.71	65.89	          4.08	167.70	21.78	0.61	0.100㈠	          4.84	4.84	          1.84	          1.69	          0.12	         75.22	   2.07㈠	         27.59	         13.13	         11.05	0.45	3563	002484	--  	--  	--  	
002123	梦网科技	10.01	0.00	163.04	        187.30亿	23.08	    99.03	2.10	23.08	--  	664505	1662	         10.00	21.26	23.08	20.90	20.98	149725.47	  1.17	互联网	辽宁	10.39	22.53	239386	425118	  0.56	3320	0	--  	518.11	          0.04	0.00	766.26	          6.65	        153.41亿	 10.30	   4391	    151	        0.0023	2	4.59	7.30	35.53	64.74	62.19	5	         10.66	        143.87亿	         76.81	185.14	0.40	KDJ金叉	8	8	3	1.33	10.01	-0.38	7.40	8.56	0.00	10.43	20210716	20070328	          8.12	--  	--  	61.27	44.58	          0.09	27.08	28.04	1.70	2.57	14.91	7.68	0.02	10.23	--  	25.41	6.24	4.99	0.54	-0.00	0.54	0.47	0.43	11.71	-1.81	-3.37	44438.00	         14028	32.38万	40.87	-0.54	          4.20	-103.28	30.03	0.00	0.060㈠	          5.49	5.49	          3.13	          1.44	         -0.22	         72.77	   1.06㈠	         19.94	          8.65	          7.58	0.23	999	002123	--  	--  	--  	
003043	华亚智能	10.01	0.00	84.55	         64.20亿	80.25	    83.50	7.30	80.25	--  	68134	37	         34.07	77.01	80.25	75.88	72.95	53820.70	  1.20	专用机械	江苏	5.99	78.99	38290	29844	  1.28	1023	0	--  	702.33	          0.46	0.02	820.96	          0.20	         16.05亿	 10.30	   2810	     24	        0.0121	2	4.21	5.17	71.11	35.81	305.10	11	         34.07	         16.05亿	         25.00	89.39	0.00	KDJ金叉	6			5.57	10.01	4.02	8.28	4.21	0.00	5.76	20210723	20210406	          0.80	--  	--  	8.91	7.90	          0.01	11.26	7.86	0.77	0.18	1.00	5.38	0.73	1.18	--  	5.16	0.92	0.55	0.23	0.00	0.23	0.19	0.19	1.71	0.13	3.67	20585.00	           972	7.80万	0.00	0.00	          8.13	484.58	70.06	0.00	0.320㈠	          9.87	0.00	          6.45	          2.13	          0.17	         88.64	   2.43㈠	         39.95	         24.65	         20.98	0.03	629	003043	--  	--  	--  	
002735	王子新材	10.01	0.00	40.36	         37.32亿	17.48	    73.15	1.59	17.48	--  	38591	389	          2.98	16.04	17.48	16.04	15.89	6505.89	  1.34	塑料	深圳	9.06	16.86	15267	23324	  0.65	7042	0	--  	12.96	          0.01	0.18	1230.94	          1.30	         22.64亿	 10.30	   1984	     19	        0.0015	2	5.58	5.75	2.91	-27.32	-32.32	1	          3.98	         16.93亿	         45.37	43.03	0.74	MACD金叉	13	7	1	0.94	10.01	0.94	6.09	8.98	0.00	8.98	20210716	20141203	          2.13	--  	--  	16.26	7.85	          1.44	42.82	9.91	2.46	0.59	6.30	1.61	1.60	5.26	--  	3.04	3.60	2.98	0.17	0.01	0.17	0.13	0.12	4.36	-0.04	0.38	6961.00	         13914	24.32万	81.76	51.00	          4.75	-880.19	10.37	0.53	0.060㈠	          3.68	0.00	          1.42	          2.04	         -0.02	         48.29	   1.62㈠	         17.16	          4.83	          3.55	0.05	2255	002735	--  	--  	--  	
002466	天齐锂业	10.01	0.00	--  	       1539.58亿	104.23	--  	9.48	104.23	--  	1197732	2899	          8.13	100.50	104.23	98.08	94.75	1218094.49	  1.14	小金属	四川	6.49	101.70	550540	647192	  0.85	5209	0	--  	40704.56	          0.42	0.00	5429.34	         14.73	       1535.22亿	 10.30	   4741	    253	        0.0017	2	10.00	15.82	57.00	107.63	165.42	14	         12.37	       1009.34亿	         65.56	--  	1.40	上穿BOLL上轨	8	6	12	6.07	10.01	3.51	7.34	3.71	0.00	6.27	20210721	20100831	         14.77	--  	--  	428.31	49.38	         22.84	83.14	29.75	41.46	32.73	278.33	11.91	8.55	2.75	--  	67.69	9.04	4.92	-1.52	0.66	-1.44	-2.48	-1.59	-29.70	3.55	1.89	218002.00	          4442	46.30万	50.46	-6.63	         31.18	433.64	170.27	0.00	-0.170㈠	          3.34	0.00	          4.58	         -2.01	          0.24	         11.53	  -5.02㈠	         45.55	        -16.84	        -27.41	0.05	1644	002466	--  	--  	--  	
002409	雅克科技	10.00	0.00	117.72	        492.85亿	106.48	   101.30	9.68	106.48	--  	214209	155	          7.25	100.01	106.48	99.05	96.80	223228.29	  1.87	化工原料	江苏	7.68	104.21	100647	113562	  0.89	323	0	--  	2309.23	          0.10	0.00	343.93	          2.95	        314.50亿	 10.29	   4244	     50	        0.0017	2	10.00	12.86	39.28	86.02	77.73	5	          9.63	        236.93亿	         48.07	119.28	1.42	上穿BOLL上轨	8	6	8	3.32	10.00	2.32	7.66	6.47	0.00	7.50	20210716	20100525	          4.63	--  	--  	59.19	48.22	          1.39	16.18	19.93	10.08	2.91	7.91	5.52	5.94	4.99	0.04	29.54	8.88	6.45	1.39	0.14	1.39	1.22	1.06	12.89	1.03	0.25	33540.00	          6634	70.64万	4.73	102.36	         10.22	479.05	55.50	0.17	0.250㈠	         10.42	0.00	          6.38	          2.79	          0.22	         81.48	   2.52㈠	         27.40	         15.60	         13.70	0.16	1231	002409	--  	--  	--  	
002192	融捷股份	10.00	0.00	1541.93	        410.18亿	157.97	  5690.27	14.36	157.97	--  	168920	54	          6.52	150.01	157.97	146.51	143.61	260385.59	  0.96	小金属	广东	7.98	154.15	85202	83718	  1.02	4760	0	--  	5623.88	          0.19	0.03	7519.37	          2.59	        409.33亿	 10.29	   3910	     43	        0.0017	3	10.00	26.67	101.70	122.12	285.29	43	          8.69	        307.23亿	         74.90	1949.06	1.60	上穿BOLL上轨	8	8	12	4.46	10.00	2.02	7.34	5.31	0.00	7.82	20210716	20071205	          2.60	--  	--  	10.11	5.72	          0.45	39.01	3.44	2.20	2.75	3.32	0.30	1.11	1.40	--  	6.21	1.09	0.87	0.03	-0.00	0.03	0.02	0.01	-3.27	0.21	-0.04	27400.00	          7098	112.13万	148.00	263.23	         71.77	1952.56	377.19	0.00	0.007㈠	          2.20	0.00	          2.39	         -1.26	          0.08	         56.52	   0.32㈠	         19.62	          2.60	          1.66	0.04	552	002192	--  	--  	--  	
000831	五矿稀土	10.00	0.03	100.15	        369.11亿	37.63	    90.90	3.42	37.63	--  	1271167	5473	         12.96	34.22	37.63	33.01	34.21	441418.60	  1.32	小金属	山西	13.50	34.73	614261	656906	  0.94	569	0	--  	2672.10	          0.13	0.00	214.11	          9.81	        369.11亿	 10.29	   4733	    269	        0.0027	3	10.00	25.44	91.31	113.81	177.10	9	         21.63	        221.16亿	         59.92	132.30	0.84	KDJ金叉	6	6	8	0.03	10.00	-3.51	1.51	9.96	0.00	14.00	20210722	19980911	          9.81	--  	--  	34.92	25.64	          0.92	23.95	30.16	0.79	0.07	8.25	1.83	19.09	1.70	--  	7.40	7.70	6.25	1.19	-0.00	1.20	1.02	0.99	6.25	-2.24	-1.15	134860.00	          4358	16.40万	749.24	144.45	         14.40	-164.85	47.94	0.24	0.103㈠	          2.61	0.00	          0.75	          0.64	         -0.23	         73.42	   3.96㈠	         18.83	         15.48	         13.18	0.03	365	000831	--  	--  	--  	
002497	雅化集团	10.00	0.00	95.14	        376.66亿	32.68	   120.70	2.97	32.68	--  	405317	2544	          3.89	31.50	32.68	31.50	29.71	131099.15	  0.43	化工原料	四川	3.97	32.34	276897	128420	  2.16	72212	0	--  	13346.31	          0.43	0.18	23598.88	         10.42	        340.61亿	 10.29	   2997	    135	        0.0013	2	10.00	18.20	45.96	56.48	48.99	9	          4.15	        318.95亿	         84.68	116.31	1.65	上穿BOLL上轨	8	6	12	6.02	10.00	6.02	8.87	3.75	0.00	3.75	20210728	20101109	         11.53	--  	--  	72.17	54.28	          3.16	20.41	37.08	14.16	5.87	11.29	7.04	4.25	6.81	0.00	25.69	8.57	6.24	1.09	0.06	1.09	0.78	0.72	15.74	-0.53	-13.38	94000.00	         10383	33.93万	1211.57	87.31	          6.94	-717.40	43.93	0.05	0.070㈠	          4.71	0.00	          2.23	          1.37	         -0.05	         75.21	   1.44㈠	         27.16	         12.66	          9.10	0.12	4025	002497	--  	--  	--  	
000762	西藏矿业	9.99	0.00	--  	        264.26亿	50.74	   329.06	4.61	50.74	--  	775701	1643	         14.89	47.01	50.74	46.10	46.13	374499.94	  1.08	小金属	西藏	10.06	48.28	380204	395497	  0.96	10456	0	--  	2637.91	          0.13	0.01	5305.37	          5.21	        264.25亿	 10.28	   4701	    165	        0.0032	2	7.55	15.25	100.95	195.86	290.91	16	         18.60	        211.58亿	         80.07	--  	1.72	多头排列	8	8	8	1.91	9.99	-0.07	4.66	7.93	0.00	10.07	20210716	19970708	          5.21	--  	--  	27.14	20.37	          4.00	10.21	13.44	3.92	3.14	2.23	10.96	1.78	0.04	--  	15.88	1.36	0.98	0.25	0.06	0.25	0.20	0.20	-1.29	1.09	0.89	61607.00	          6769	34.34万	192.14	139.77	         12.97	243.49	194.13	0.00	0.039㈠	          3.91	0.00	          3.05	         -0.25	          0.21	         75.05	   0.99㈠	         28.20	         18.40	         14.75	--  	606	000762	--  	--  	--  	
001210	金房节能	9.99	0.00	29.06	         40.26亿	44.36	     9.68	4.03	44.36	--  	842	53	          0.37	44.36	44.36	44.36	40.33	373.53	  0.35	供气供热	北京	0.00	44.36	725	117	  6.20	98356	0	--  	80.52	          0.08	116.81	43630.72	          0.23	         10.07亿	 10.28	    156	      5	        0.0024	2	43.98	58.36	58.37	58.37	58.37	0	          0.37	         10.07亿	         25.00	31.61	0.00	-- -- 				9.99	9.99	9.99	9.99	0.00	0.00	0.00	20210728	20210729	          0.91	--  	--  	9.70	6.28	          0.29	32.33	5.22	2.28	0.43	2.01	2.45	0.14	2.10	--  	1.02	4.37	3.05	1.26	0.00	1.28	1.04	0.94	4.24	-1.22	-1.51	53293.00	           426	1.89万	0.00	0.00	          3.38	-33.13	9.22	0.00	1.146㈠	         13.14	13.14	          1.13	          4.67	         -1.34	         64.72	  16.55㈠	         30.09	         28.79	         23.81	0.04	696	001210	--  	--  	--  	
002837	英维克	9.99	0.00	36.65	         74.15亿	23.01	    59.52	2.09	23.01	--  	74863	610	          2.96	23.01	23.01	23.01	20.92	17225.88	  1.28	专用机械	深圳	0.00	23.01	69158	5705	 12.12	47436	0	--  	2485.31	          0.71	0.63	10915.02	          2.53	         58.18亿	 10.28	   1063	     70	        0.0028	3	6.41	20.28	31.64	30.15	32.85	3	          4.89	         35.20亿	         47.47	40.81	0.64	KDJ金叉	8	6	1	9.99	9.99	9.99	9.99	0.00	0.00	0.00	20210716	20161229	          3.22	--  	--  	29.29	14.38	         -0.01	50.93	21.72	2.57	0.11	13.42	3.15	5.57	6.65	--  	4.50	3.42	2.22	0.35	0.00	0.35	0.31	0.28	6.17	-1.08	-1.32	24500.00	          6244	14.37万	195.62	57.53	          5.16	-68.35	21.70	0.78	0.100㈠	          4.46	0.00	          1.40	          1.91	         -0.34	         49.10	   2.17㈠	         34.98	         10.22	          9.11	0.31	2347	002837	--  	--  	--  	
002549	凯美特气	9.99	0.00	75.21	         63.18亿	10.13	    97.64	0.92	10.13	--  	224697	67	          3.62	9.65	10.13	9.62	9.21	22718.13	  1.14	环境保护	湖南	5.54	10.11	185033	39664	  4.67	35291	0	--  	334.95	          0.18	0.16	3574.98	          6.20	         62.83亿	 10.28	   1669	    135	        0.0022	2	1.54	5.85	24.75	27.26	29.54	8	         11.50	         19.80亿	         31.34	87.55	0.24	KDJ金叉	8	8	10	4.78	9.99	4.45	9.78	4.97	0.00	5.30	20210716	20110218	          6.24	--  	--  	16.37	9.96	          0.02	39.10	6.78	8.02	0.91	4.62	4.48	0.29	0.47	--  	0.40	1.28	0.78	0.15	0.01	0.15	0.16	0.14	2.62	0.36	-0.17	35213.00	          5550	5.62万	272.48	50.02	          6.35	175.40	49.50	0.49	0.026㈠	          1.60	0.00	          0.06	          0.42	          0.06	         60.81	   1.62㈠	         38.59	         11.55	         12.67	0.09	597	002549	--  	--  	--  	
002176	江特电机	9.99	0.00	290.54	        311.92亿	18.28	   106.57	1.66	18.28	--  	1462289	626	          8.57	18.28	18.28	17.88	16.62	266947.92	  0.67	电气设备	江西	2.41	18.26	1102214	360074	  3.06	79414	0	--  	15754.58	          0.59	0.05	14516.88	         17.06	        311.78亿	 10.28	   3340	    438	        0.0026	2	9.99	9.07	96.35	126.80	390.08	53	          9.98	        267.75亿	         85.84	2177.20	0.45	-- -- 	8	8	12	9.99	9.99	7.58	9.84	0.00	0.00	2.24	20210716	20071012	         17.06	--  	--  	49.51	16.41	          0.34	66.16	23.99	16.96	3.58	31.74	2.55	4.78	5.92	--  	37.95	5.37	4.07	0.70	0.00	0.87	0.73	0.55	-39.14	-0.77	-1.30	85404.00	         17150	31.35万	468.51	62.57	         19.01	-405.84	58.14	0.00	0.043㈠	          0.96	0.00	          2.22	         -2.29	         -0.05	         33.15	   4.46㈠	         24.21	         13.09	         13.64	0.16	2729	002176	--  	--  	--  	
002335	科华数据	9.98	0.00	27.11	        121.53亿	26.33	    31.81	2.39	26.33	--  	299259	148	          7.57	26.33	26.33	25.64	23.94	78715.65	  1.22	电气设备	福建	2.88	26.30	216246	83013	  2.60	58160	0	--  	4794.22	          0.85	0.19	15313.53	          3.95	        104.04亿	 10.27	   1782	    168	        0.0043	2	10.02	15.07	13.69	64.97	19.46	11	         13.91	         56.65亿	         46.61	31.82	1.22	KDJ金叉	8	6	8	9.98	9.98	7.10	9.87	0.00	0.00	2.69	20210728	20100113	          4.62	--  	--  	90.10	33.30	          2.59	60.17	33.37	25.39	4.33	26.28	3.27	4.89	19.35	--  	17.65	9.70	6.64	1.08	-0.04	1.10	0.96	0.86	9.29	-0.76	-4.45	25382.00	          8477	22.32万	228.44	42.26	          3.65	-160.68	12.53	1.14	0.210㈠	          7.21	0.00	          3.82	          2.01	         -0.16	         36.96	   2.87㈠	         31.57	         11.18	          9.84	0.46	3555	002335	--  	--  	--  	
002455	百川股份	9.98	0.00	78.08	         92.84亿	16.42	    63.31	1.49	16.42	--  	411643	201	          9.14	16.08	16.42	15.90	14.93	67143.32	  0.41	化工原料	江苏	3.48	16.31	283848	127795	  2.22	51484	0	--  	5400.63	          0.87	0.13	8453.67	          4.50	         73.91亿	 10.27	   1743	    236	        0.0052	5	10.02	33.06	117.20	129.33	182.62	9	         10.64	         63.53亿	         68.43	139.70	0.27	多头排列	6	8	8	7.70	9.98	6.50	9.25	2.11	0.00	3.27	20210729	20100803	          5.65	--  	--  	55.45	14.72	          4.60	65.17	19.87	10.68	2.22	25.51	4.93	5.12	4.11	--  	4.15	8.38	7.48	0.45	0.01	0.46	0.37	0.36	4.32	-0.36	-1.24	27925.00	         13856	22.75万	332.10	135.21	          6.25	-260.78	11.08	0.57	0.070㈠	          2.63	2.63	          0.73	          0.76	         -0.06	         26.54	   2.49㈠	         10.74	          5.37	          4.37	0.19	1672	002455	--  	--  	--  	
002309	中利集团	9.95	0.00	--  	         59.72亿	6.85	    37.83	0.62	6.85	--  	423564	336	          6.07	6.23	6.85	6.22	6.23	28307.71	  0.64	电气设备	江苏	10.11	6.68	164947	258617	  0.64	49831	0	--  	389.87	          0.11	0.12	3413.42	          6.98	         47.83亿	 10.24	   1970	    215	        0.0031	1	-0.80	3.46	17.90	42.12	19.76	9	          7.71	         37.66亿	         63.06	--  	0.03	KDJ金叉	8	8	2	0.00	9.95	-0.16	7.27	9.95	0.00	10.13	20210716	20091127	          8.72	--  	--  	159.13	56.67	          0.03	64.37	104.08	29.96	3.23	91.26	29.74	21.48	32.53	--  	61.34	22.42	19.39	-0.49	-1.24	0.49	0.39	0.76	-12.07	1.94	0.88	32811.00	         16754	11.48万	121.93	43.67	          1.05	30.80	2.66	0.00	0.050㈠	          6.50	0.00	          7.04	         -1.38	          0.22	         35.61	   0.70㈠	         13.51	         -2.19	          1.76	0.80	6554	002309	--  	--  	--  	
